Id,Pfunction,Function,Mandate,Function Objective,Function KPIs,Resource,المخرجات,Processes,Gov
56,إدارة الشؤون الاجتماعية والثقافية والرياضية ,ادارة الشؤون الرياضية,تطوير المرافق والمنشات الرياضية وتنفيذ مبادرات لدعم الرياضة وتنمية المواهب داخل وزارة الحرس الوطني ,,,28,,"
صياغة سياسة الشؤون الرياضية لادارة المرافق ودعم المواهب داخل الوزارة
بناء وتطوير المنشآت والرياضية وتوفير الإمكانيات اللازمة لها بما يكفل يكفل تحقيق الأهداف المرجوة منها .
تطوير اليات لقياس ودعم المواهب الرياضية في وزارة الحرس الوطني
إعداد فعاليات وورش عمل تهدف الى تعزيز مفهوم الرياضة والسلامة البدنية
إعداد الدراسات والبحوث او الاستعانة بتعاونات خارجية لنشرها لموظفي وزارة الحرس الوطني .
اعداد خطط لرفع الكفاءات من خلال بالتنسيق مع الجهات ذو العلاقة
تطوير ومتابعة نوادي رياضية داخل الوزارة  في جميع الرياضات التي تستهدفها وزارة الرياضة",
56,إدارة الشؤون الاجتماعية والثقافية والرياضية ,ادارة الدعم الاجتماعي,المساهمة في زيادة التنمية والرعاية الاجتماعية والدعم  لأفراد وزارة الحرس الوطني والأسر ,,,36,,"تطوير سياسة ومعايير لمستحقي الدعم في وزارة الحرس الوطني
تطوير برامج الرعاية الاجتماعية لتعزيز التنمية الاجتماعية لمجتمعات وزارة الحرس الوطني
تعيين الخطة السنوية لإدارة الأداء والتقويم
تقديم الدعم والمشورة لقدامى المحاربين عند التقاعد
ضمان دعم العائلات طوال حياة الموظفين بمبادرات مثل المنح الدراسية للأطفال
تطوير برامج الرعاية الاجتماعية لتعزيز التنمية الاجتماعية لمجتمعات وزارة الحرس الوطني
إدارة رفاهية الموظفين من خلال العناصر الرياضية والثقافية والاجتماعية
إصدار تقرير للقيادة يسلط الضوء على صحة الوزارة
تقديم الدعم والمشورة للموظفين داخل وزارة الحرس الوطني ",
56,إدارة الشؤون الاجتماعية والثقافية والرياضية ,وحدة دعم الشؤون الاجتماعية,دعم القيادات والوحدات الإقليمية من خلال فرق متفرقة لتنسيق الأنشطة المتعلقة بالشؤون الاجتماعية والرياضية والثقافية,,,170,,"


العمل كحلقة وصل بين الادارة العامة للشؤون الاجتماعية والرياضية والثقافيةوقيادة القوات
تقديم الدعم وتمثيل الشؤون الاجتماعية والرياضية والثقافية في ديوان الوزارة  فيما يخص الدعم الاجتماعي داخل الوزارة في المنطقة المعينة",
57,مستودعات الخدمات الإدارية,مستودعات الخدمات الإدارية,توفير المواد المطلوبة للجهات المستفيدة بالوقت المحدد وفق احتياجاتهم مع ضمان سلامة الاصناف والمحافظة على المال العام من خلال الترشيد وكفاءة الانفاق ,"توقعات مستقبلية عالية الجودة
تقديم تقارير للتوقعات المستقبلية للتخزين عالية الجودة لتوقع مخزون السنوات القادمة
تحسين كفاءة التخزين وتوفر المعدات أو المستلزمات
إجراء تتبع دقيق لجميع المخزون
تمكين مستويات الجاهزية
تحسين جاهزية القوى العاملة والمعدات اللوجستية والأنظمة","نسبة دقة التوقعات مقارنة بالسنة الحالية 
نسبة عدد بطاقات الصنف المطابقة للواقع على جميع الاصناف 
معدل المعدات الغير صالحة للاستعمال 
وجود نظام إدارة المستودعات 
معدل التدريب السنوي للموظفين ",29,,"
المسؤوليات:
الأساس
الاشراف على أستلام المخزون وتاكد تسليمة للجهات المستفيدة
الاشراف على رفع مستوى أداء العمليات اللوجستية 
تبني أفضل الممارسات في إدارة المستودعات 
الاشراف على تحديد الاحتياج الفعلي من ( الاثاث المكتبي، المستلزمات المكتبية ، الاجهزة)
التاكد من إجراء عمليات الصيانة لمستودع الخدمات الادارية","لجنة التخطيط والاستثمار
لجنة التميز في الخدمات"
57,مستودعات الخدمات الإدارية,قسم الاستلام والتسليم,المسؤولية عن كامل دورة حياة التسليم والاستلام داخل مستودع الخدمات الادارية وذلك يشمل الجرد وأليات الصرف ووضع بطاقات الصنف ,,,11,,"تحديد احتياجات الوزارة من المواد والمعدات للسنة الحالية حسب الطلبات امقدمة من الادارات 
ضمان توفير المواد اللازمة في الوقت المناسب وبالكمية المحددة والصنف المطلوب بما يكفل إنجاز الأعمال على أكمل وجه، وذلك
صرف طلبات الإدارات والأقسام المختلفة من الأصناف المخزونة وفقا لأوامر الصرف المعتمدة حسب الأصول النظامية.
استلام المواد مبدئيا من الموردين، والتأكد من مطابقة الكميات مع أوامر التوريد.
صرف طلبات الوحدات المختلفة من الأصناف المخزنة، وفقا لأوامر الصرف المعتمدة حسب الأنظمة المتبعة.
تحديد أليات للصرف للجهات المستفيدة لضمان المساواة بين إدارات وزارة الحرس الوطني
استلام المواد والمعدات والأجهزة وكافة المستلزمات المؤمنة للمستودع بعد استيفاء كافة إجراءات الشراء النظامية .
صرف الاصناف التي تحتاج إليها الادارات والاقسام بالوزارة وفقا لأوامر الصرف 
قيد حركة الاصناف في بطاقات الصنف من واقع المستندات المؤيدة وحفظ صور المستندات .",
57,مستودعات الخدمات الإدارية,قسم التخزين والسلامة,تطبيق عمليات الصيانة على مرافق مستودع الخدمات الادارية والتاكد من فحص المخزون ومطابقة بطاقات الصنف ,,,8,,"تنظيم وتخزين واسترجاع المواد واللوازم المختلفة في المستودعات على أسس علمية سليمة.
المحافظة على المخزون والعمل على حمايته من التلف والضياع
قبول الرجيع والمحافظة عليه لحين التصرف فيه طبقا للقواعد المتبعة.
إعداد كشوفات دورية عن حركة المخزون في المستودعات 
المشاركة في أعمال فحص المواد؛ للتأكد من مطابقتها للشروط والمواصفات.
تخزين المواد المختلفة في المستودعات على أسس علمية سليمة، من حيث التصنيف والترميز واختيار الموقع المناسب للتخزين حسب طبيعة المادة.
 المحافظة على المخزون وحمايته من التلف والضياع.
تنفيذ الجرد الدوري ومطابقة بطاقة الصرف مع الكميات الفعلية، وإجراء التسويات اللازمة حسب الأنظمة المتبعة.
تخزين الاصناف وفقا لأسس التخزين السليمة .
إجراء الجرد السنوي في نهاية كل عام مالي",
57,مستودعات الخدمات الإدارية,قسم التحليل والانظمة,التاكد من ان جميع المخازين موثقة في النظام وتحليل الطبات وبناء توقعات مستقبلية لتحديد الاحتياج الفعلي المستقبلي وتحسين النظام بشكل مستمر ,,,9,,"إعداد الخطط السنوية ومتابعة تنفيذها بعد اعتمادها.
تحديد احتياجات الوزارة من المواد والمعدات للسنوات القادمة
تنظيم وحفظ الملفات والمستندات والمذكرات والمحاضر والبطاقات اللازمة لعمل المستودعات حسب الأصول المعمول بها.
 تقديم المقترحات المناسبة لتطوير عمل المستودعات بما يكفل حماية المخزون وتبسيط إجراءات الصرف والتخزين فيها
إعداد تقارير دورية عن نشاطات الإدارة وإنجازاتها ومقترحات تطوير العمل بها",
58,إدارة التخطيط والبرامج والأداء,إدارة التخطيط والبرامج والأداء,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,سيتم تحديثه لاحقا,سيتم تحديثه لاحقا,29,,"وضع وتعديل استراتيجية الاتصالات وتقنية المعلومات بالوزارة لتمكين الوزارة من تحقيق استراتيجيتها بناءً على الاحتياجات الاستراتيجية لأصحاب العلاقة والتوجه الوطني
تطوير والإشراف على خارطة طريق تنفيذ الاستراتيجية والخطط السنوية للاتصالات وتقنية المعلومات
وضع الخطط والميزانيات المالية للاتصالات وتقنية المعلومات وتأمين التمويل لاستراتيجيتها ومبادراتها وعملياتها
مراقبة الإنفاق على الإدارة الرقمية والتقنية وتحديد المخاطر المالية والمجالات لزيادة كفاءة الإنفاق
ضمان الامتثال لعمليات وسياسات تقنية المعلومات ومراجعتها وتحديثها بانتظام
الحصول على طلبات تغيير الخدمة / الخدمات الجديدة وتحليلها وتحديد أولوياتها
إدارة ومراجعة محفظة الخدمات والمنتجات بانتظام لضمان تقديم خدمات مجدية اقتصاديًا، والمواءمة مع استراتيجية الخدمة
مراقبة خدمات تقنية المعلومات ومعالجة الأداء بشكل مستمر وإجراء تقييمات منتظمة للنضج
قياس ومراجعة وتقييم مدى نضج خدمات وعمليات الاتصالات وتقنية المعلومات بانتظام
التنسيق مع أصحاب العلاقة لجمع ملاحظاتهم على الخدمات التي يتلقونها
تحديد مبادرات تحسين الأداء والتخطيط لتنفيذها
الإشراف على تنفيذ مبادرات التحسين والتأكد من تحقيق أهدافها",
58,إدارة التخطيط والبرامج والأداء,​التخطيط الاستراتيجي للاتصالات وتقنية المعلومات,مسؤول عن ضمان التخطيط الاستراتيجي الموحد على مستوى الجهات بما يتماشى مع الاستراتيجية الشاملة للاتصالات وتقنية المعلومات,,,4,,"التواصل مع أصحاب العلاقة وتحديد احتياجاتهم التقنية الاستراتيجية
مراجعة عروض التوجيه والخدمات الرقمية الوطنية
وضع وتعديل استراتيجية الاتصالات وتقنية المعلومات بالوزارة لتمكين الوزارة من تحقيق استراتيجيتها
تطوير وتعديل خارطة طريق تنفيذ الإستراتيجية
تطوير الخطة السنوية للاتصالات وتقنية المعلومات بالوزارة
الإشراف على تنفيذ الاستراتيجية والخطط
التقاط ومراقبة وتصنيف الإنفاق على الوزارة إلى الاتصالات وتقنية المعلومات
وضع الخطط والميزانيات المالية للاتصالات وتقنية المعلومات وتأمين التمويل لاستراتيجيتها ومبادراتها وعملياتها
مراقبة الإنفاق على الإدارة الرقمية والتقنية وتحديد المخاطر المالية والمجالات لزيادة كفاءة الإنفاق ودمجها في الاستراتيجية",
58,إدارة التخطيط والبرامج والأداء,حوكمة وتنسيق وإدارة الاتصالات وتقنية المعلومات,​مسؤول عن ضمان التزام الحوكمة والتنسيق على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات لتمكين استراتيجية الاتصالات وتقنية المعلومات,,,4,,"تصميم آليات الحوكمة للتفاعلات الداخلية (أقسام أعمال الوزارة ووحدات التدريب والتثقيف وما إلى ذلك) وأصحاب العلاقة الخارجيين (الجهات الوطنية والموردين الخارجيين وما إلى ذلك) على أساس منتظم
تحديد الحاجة إلى ملتقيات حوار حوكمة جديدة وتشكيل اللجان وفقًا لذلك
ضمان الأداء النشط للجان القائمة على أساس إيقاع محدد
تعميم السياسات ولجان الحوكمة على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات وأصحاب العلاقة الآخرين
تحديد سبل الشراكات مع الجهات الخارجية الأخرى للشراكات الرسمية وغير الرسمية والإشراف على موافقات الشراكة والإجراءات الشكلية الأخرى (على سبيل المثال، صياغة مذكرات التفاهم)
ضمان امتثال الإدارة الرقمية والتقنية لعمليات وسياسات تقنية المعلومات
مراجعة وتحديث سياسات تقنية المعلومات على أساس منتظم بالتعاون مع أصحاب العلاقة المعنيين",
58,إدارة التخطيط والبرامج والأداء,​محفظة الاتصالات وتقنية المعلومات,​مسؤول عن تحديد الأولويات وإدارة الحافظة والمشاريع على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات,,,12,,"الإشراف على تحديد أولويات محفظة الاتصالات وتقنية المعلومات لجميع المشاريع على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات بالوزارة
جمع وترتيب أولويات الطلب من جميع الجهات المتعلقة بالاتصالات وتقنية المعلومات بناءً على سياسة إدارة الطلب
تعميم الحافظة ذات الأولوية ووضع خطة تنفيذ عامة مع جداول زمنية للجهات المتعلقة بالاتصالات وتقنية المعلومات
 الاحتفاظ بسجل الخدمات وحافظة المنتجات
مراجعة مجموعة الخدمات والمنتجات على فترات منتظمة لضمان تقديم خدمات مجدية اقتصاديًا، والمواءمة مع استراتيجية الاتصالات وتقنية المعلومات",
58,إدارة التخطيط والبرامج والأداء,​أداء إدارة الاتصالات وتقنية المعلومات,​مسؤول عن أداء وحدات الاتصالات وتقنية المعلومات (بما في ذلك أداء الموردين وأداء الجهة وما إلى ذلك),,,8,,"تحديد قياسات الجودة الهامة لمراقبة أداء الخدمة
مراقبة خدمات تقنية المعلومات ومعالجة الأداء بشكل مستمر
اتخاذ الإجراءات والقرارات للتأكد من أن الأداء متسق وعلى المستوى المطلوب
قياس ومراجعة وتقييم مدى نضج خدمات وعمليات الاتصالات وتقنية المعلومات بانتظام
التنسيق مع أصحاب العلاقة لجمع ملاحظاتهم على الخدمات التي يتلقونها
مراجعة تحليلات مخرجات الأداء والتوصيات وتحديد مبادرات تحسين الأداء
تحديد خارطة طريق مبادرات التحسين
الإشراف على تنفيذ مبادرات التحسين والتأكد من تحقيق أهدافها",
59,إدارة الابتكارات الرقمية,إدارة الابتكارات الرقمية,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,سيتم تحديثه لاحقا,سيتم تحديثه لاحقا,13,,"لإشراف على الابتكار وتعزيزه على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات بالوزارة
التنسيق مع الجهات الخارجية في المملكة العربية السعودية وغيرها من جهات الدفاع والأمن العالمية لاستنباط أفضل الممارسات والتقنيات المبتكرة التي تتبلور في مشهد الوزارة
تحفيز الجهات المتعلقة بالاتصالات وتقنية المعلومات لتعزيز الابتكار في الأفكار والحلول لخدمات الوزارة
 الإشراف على إنشاء وصيانة منصة الابتكار لتوليد الأفكار المبتكرة وتقييمها وتنفيذها بشكل تعاوني
المشاركة في ملتقيات الحوار / المنصات لبناء والحفاظ على شراكات مع أطراف خارجية لتحفيز الابتكار
 إدارة تطوير وتنفيذ الأفكار المجربة والممكنة على نطاق واسع",
59,إدارة الابتكارات الرقمية,مراقبة الابتكار,مسؤول عن تمكين الابتكار على مستوى سلسلة القيمة من الفكرة إلى التنفيذ بناءً على التقنيات الناشئة,,,8,,"التنسيق مع الجهات الخارجية في المملكة العربية السعودية وغيرها من جهات الدفاع والأمن العالمية لاستنباط أفضل الممارسات والتقنيات المبتكرة التي تتبلور في مشهد الوزارة
تحفيز الجهات المتعلقة بالاتصالات وتقنية المعلومات لتعزيز الابتكار في الأفكار والحلول لخدمات الوزارة
 الإشراف على إنشاء وصيانة منصة الابتكار لتوليد الأفكار المبتكرة وتقييمها وتنفيذها بشكل تعاوني
إدارة تطوير وتنفيذ الأفكار المجربة والممكنة على نطاق واسع",
59,إدارة الابتكارات الرقمية,​إثبات مفهوم الابتكار,مسؤول عن بناء إثبات المفهوم لأفكار الابتكار المعتمدة وتوسيع نطاق الجهات المتعلقة بالاتصالات وتقنية المعلومات,,,4,,"تقييم الأفكار المبتكرة، وبناء حالات الأعمال الخاصة وتقييم جدواها
تطوير نماذج أولية وإثبات للمفاهيم للحلول المبتكرة واختبارها على نطاق ضيق
التعاون مع موردي الجهات الخارجية لتطوير إثبات المفهوم
التنسيق مع فرق تطوير التطبيقات لتصميم التطبيقات بعد الانتهاء من إثبات المفهوم
بناء والحفاظ على العلاقات مع الجهات الخارجية في المملكة العربية السعودية للاستفادة من أفضل الممارسات في تصميمات ومنهجيات إثبات المفهوم",
60,إدارة البنية المؤسسية والمعايير,إدارة البنية المؤسسية والمعايير,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,سيتم تحديثه لاحقا,سيتم تحديثه لاحقا,20,,"الإشراف على البنية المؤسسية والمعايير والامتثال على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات بالوزارة بما يتماشى مع استراتيجية الاتصالات وتقنية المعلومات وإستراتيجية الوزارة الشاملة وأهداف التقنية
ضمان التحديث المستمر وتصميمات البنية المؤسسية لضمان قابلية التوسع والتقنيات التطلعية
الإشراف على التصاميم المقترحة للخدمات والتأكد من الامتثال لتصميم ومعايير البنية المؤسسية
العمل كمصدر وحيد للموافقة الهيكلية لجميع تصميمات الخدمة
ابتكار عرض محدث للبنية المؤسسية الحالية والمستهدفة
تحديد طرق تحسين تكاليف تقنية المعلومات وتقليل المخاطر والتعقيد وزيادة قابلية التشغيل البيني
تطوير السياسات والمبادئ التوجيهية والأطر لتوجيه عملية صنع القرار والحفاظ على انتقال متماسك إلى الهيكل المستهدف",
60,إدارة البنية المؤسسية والمعايير,​تصميم البنية المؤسسية,مسؤول عن تصميم البنية المؤسسية والإشراف على جميع الجهات المتعلقة بالاتصالات وتقنية المعلومات,,,9,,"الإشراف على البنية المؤسسية والمعايير والامتثال على مستوى الجهات المتعلقة بالاتصالات وتقنية المعلومات بالوزارة بما يتماشى مع استراتيجية الاتصالات وتقنية المعلومات وإستراتيجية الوزارة الشاملة وأهداف التقنية
ضمان التحديث المستمر وتصميمات البنية المؤسسية لضمان قابلية التوسع والتقنيات التطلعية
ابتكار عرض محدث للبنية المؤسسية الحالية والمستهدفة
تحديد طرق تحسين تكاليف تقنية المعلومات وتقليل المخاطر والتعقيد وزيادة قابلية التشغيل البيني
تطوير السياسات والمبادئ التوجيهية والأطر لتوجيه عملية صنع القرار والحفاظ على انتقال متماسك إلى الهيكل المستهدف",
60,إدارة البنية المؤسسية والمعايير,​الامتثال لنموذج البنية المؤسسية,مسؤول عن ضمان الامتثال للتصاميم الجديدة (على مستوى فئات البنية المؤسسية) المطورة على مستوى الوزارة,,,10,,"العمل كمصدر واحد للموافقة على البنية المؤسسية لجميع تصميمات الخدمة على مستوى الوزارة
التحقق من مستند التحليل الفني وتقديم قرارات بشأن الخدمات الجديدة أو استخدام الخدمات الحالية
التعاون مع مالكي التطبيقات المعنيين ومديري العلاقات الوظيفية لفهم المتطلبات وحل المشكلات
اقتراح أفضل الممارسات للتحليل الفني ومطوري التطبيقات لتحسين أداء التصميمات / التطبيقات",
61,إدارة تطوير التطبيقات,إدارة تطوير التطبيقات,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,سيتم تحديثه لاحقا,سيتم تحديثه لاحقا,631,,"بناء علاقات قوية مع أقسام الوزارة والحفاظ عليها والتعرف على متطلبات العمل وتوضيحها لتصميم الأنظمة والحلول التقنية
التخطيط والبدء والإشراف على تنفيذ مشاريع الاتصالات وتقنية المعلومات
إدارة تقييم الموردين والتفاعلات ومراقبة أدائهم
توفير الدعم الفني لمستخدمي الوزارة ومعالجة مشاكلهم، وجمع ملاحظاتهم والإجابة على استفساراتهم
المراقبة والإشراف والمحافظة على مراكز البيانات والخوادم ومساعدات التخزين والشبكات
ضمان توافر الخدمة واستمراريتها بدرجة عالية، وضمان التعافي السريع في حالة التعطل
إدارة أمن تقنية المعلومات وتنفيذ التدابير اللازمة لتقليل المخاطر الأمنية والتأكيد على سياسات وأنظمة الأمن السيبراني
إدارة أداء جميع التطبيقات، والحفاظ عليها وتحديثها وتحسينها
مساعدة أقسام الوزارة من خلال نمذجة وتصور البيانات لتعزيز عملية صنع القرار",
61,إدارة تطوير التطبيقات,علاقات العلاقات والتدريب,"​مسؤول عن تخطيط المشروع والإشراف عليه، وجمع المتطلبات من فرق العمل وإدارة الموردين التشغيليين",,,111,,"بناء علاقات قوية مع أقسام الوزارة والحفاظ عليها وتمثيل اهتمامات أقسام الوزارة ووجهات نظرها في الإدارة الرقمية والتقنية
فهم عمليات واحتياجات أقسام الوزارة، وتحديد مجالات تحسين عملياتها وحل المشكلات من خلال التقنية
الحصول على متطلبات العمل وتوضيحها لتصميم الأنظمة والحلول التقنية
تحديد اتفاقيات مستوى الخدمة مع أقسام الوزارة
التنسيق مع جميع أقسام الإدارة الرقمية والتقنية في البنية المستهدفة وضمان الامتثال لعمليات وسياسات وإجراءات البنية المؤسسية وتقنية المعلومات
وضع وتنفيذ خطط تنمية المواهب من خلال تحسين مهارات الموظفين والتوظيف
تحديد طريقة لزيادة مستوى مشاركة الموظفين ورضاهم في مكان العمل
التخطيط والبدء والإشراف على تنفيذ مشاريع الاتصالات وتقنية المعلومات
تحديد المجالات التي تتطلب عناصر المعرفة وتطويرها
الاحتفاظ بسجل لجميع المواد المعرفية والتأكد من إمكانية وصول أصحاب العلاقة المعنيين إليها",
61,إدارة تطوير التطبيقات,تطوير التطبيقات,مسؤول عن تصميم التطبيقات وبناء واختبار وإدارة إصدار التطبيقات,,,135,,"تطوير السياسات والمنهجيات التي تضمن الاتساق والفعالية في تصميم الخدمة وتجربة المستخدم
تصميم خدمات جديدة أو تغييرات على الخدمات الحالية من منظور تقني
تطوير نماذج أولية بناءً على تصميمات الخدمة الجديدة لضمان مواءمتها الوظيفية وإمكانية تطبيقها على الأعمال
تطوير تطبيقات أو تحديثات جديدة بناءً على حزم التصميم الخاصة بها ومبادئ البنية المؤسسية، وصياغة وثائقها الفنية
تحديد خطط الاختبار وإجراء الاختبارات بناءً عليها؛ وتسجيل نتائج الاختبارات التي تم إجراؤها وتحليلها وتشخيصها والإبلاغ عنها
إنشاء بيئات الاختبار وتقديمها وصيانتها وإدارتها
تخطيط وجدولة وتنفيذ نشر التطبيقات والتحديثات في بيئة الإنتاج وتوفير دعم مبكر لمستخدميها
اختبار التطبيقات المطورة والتأكد من استيفائها للمتطلبات والأقسام المقصودة",
61,إدارة تطوير التطبيقات,البنية التحتية والأمن والعمليات,"​مسؤول عن البنية التحتية (على سبيل المثال، مركز البيانات والشبكة وما إلى ذلك)، وخدمات وعمليات الأمان (على سبيل المثال، صيانة التطبيقات وما إلى ذلك ..)",,,261,,"تزويد المستخدمين بطريقة سهلة لإيصال مشكلاتهم أو استفساراتهم أو ملاحظاتهم إلى الإدارة الرقمية والتقنية
حل إشكاليات الحوادث والمشكلات وإبقاء المستخدمين على اطلاع بحالة طلباتهم
إبقاء المستخدمين على علم بأي تغييرات وشيكة على الخدمات أو الانقطاع المخطط له للخدمة
المراقبة والإشراف والمحافظة على مراكز البيانات والخوادم ومساعدات التخزين والشبكات
الاحتفاظ بمصدر واحد للمعلومات لجميع خدمات ومنتجات تقنية المعلومات المتاحة
إجراء نسخ احتياطية منتظمة لجميع الأنظمة وتصميم وتنفيذ خطة استمرارية الخدمة
ضمان التعافي السريع للخدمات في حالة التعطل
رصد الفجوات الأمنية ونقاط الضعف من خلال إجراء عمليات تدقيق الأمن، وتحليل المخاطر، والتحليل الجنائي للشبكة، واختبارات الاختراق، والتأكد من الامتثال لسياسات الأمن السيبراني
نشر أدوات وتدابير الكشف والوقاية، وتنفيذ أنظمة شاملة لإدارة الفجوات الأمنية على مستوى جميع أصول الإدارة الرقمية والتقنية
الإشراف على تكامل تطبيقات البرامج ونشرها وصيانتها
إدارة أداء جميع التطبيقات، وتحديثها وتعزيزها وتحسين مسارها
التأكد من أن البنية التحتية لتقنية المعلومات ومكوناتها متوافقة مع خدمات تقنية المعلومات
تحليل الطلب على الخدمات ومطابقتها مع قدرة موارد تقنية المعلومات
تجميع البيانات وتخزينها في منصة معلومات يمكن الوصول إليها بتنسيق جاهز للاستخدام
مساعدة أقسام الوزارة من خلال نمذجة وتصور البيانات لتعزيز عملية صنع القرار",
61,إدارة تطوير التطبيقات,تقنية المعلومات بالمنطقة الشرقية,​مسؤول عن خدمات دعم البنية التحتية والعمليات في المناطق الشرقية والغربية,,,51,,"تلبية طلبات مستخدمي المنطقة الشرقية من خلال خدمات مكان العمل (على سبيل المثال، توفير الأجهزة وما إلى ذلك)
ضمان توافر شبكة المنطقة الشرقية وخدمات الاتصالات وفقًا لاتفاقيات مستوى الخدمة
التعاون مع مكتب المساعدة المركزي لحل استفسارات وطلبات مستخدمي المنطقة الشرقية
إجراء صيانة أمنية محلية وخدمات التصحيح حسب الحاجة
الإشراف على إدارة الأصول في المنطقة الشرقية وتقديم تقارير متكررة لفرق إدارة الأصول المركزية",
61,إدارة تطوير التطبيقات,​ تقنية المعلومات بالمنطقة الغربية,​مسؤول عن خدمات دعم البنية التحتية والعمليات في المناطق الشرقية والغربية,,,72,,"تلبية طلبات مستخدمي المنطقة الغربية بخدمات مكان العمل (على سبيل المثال، توفير الأجهزة وما إلى ذلك)
ضمان توافر شبكة المنطقة الغربية وخدمات الاتصالات وفقًا لاتفاقيات مستوى الخدمة
التعاون مع مكتب المساعدة المركزي لحل استفسارات وطلبات مستخدمي المنطقة الغربية
إجراء صيانة أمنية محلية وخدمات التصحيح حسب الحاجة
الإشراف على إدارة الأصول في المنطقة الغربية وتقديم تقارير متكررة لفرق إدارة الأصول المركزية",
62,إدارة التشغيل,إدارة التشغيل,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,سيتم تحديثه لاحقا,سيتم تحديثه لاحقا,631,,"بناء علاقات قوية مع أقسام الوزارة والحفاظ عليها والتعرف على متطلبات العمل وتوضيحها لتصميم الأنظمة والحلول التقنية
التخطيط والبدء والإشراف على تنفيذ مشاريع الاتصالات وتقنية المعلومات
إدارة تقييم الموردين والتفاعلات ومراقبة أدائهم
توفير الدعم الفني لمستخدمي الوزارة ومعالجة مشاكلهم، وجمع ملاحظاتهم والإجابة على استفساراتهم
المراقبة والإشراف والمحافظة على مراكز البيانات والخوادم ومساعدات التخزين والشبكات
ضمان توافر الخدمة واستمراريتها بدرجة عالية، وضمان التعافي السريع في حالة التعطل
إدارة أمن تقنية المعلومات وتنفيذ التدابير اللازمة لتقليل المخاطر الأمنية والتأكيد على سياسات وأنظمة الأمن السيبراني
إدارة أداء جميع التطبيقات، والحفاظ عليها وتحديثها وتحسينها
مساعدة أقسام الوزارة من خلال نمذجة وتصور البيانات لتعزيز عملية صنع القرار",
62,إدارة التشغيل,علاقات العلاقات والتدريب,"​مسؤول عن تخطيط المشروع والإشراف عليه، وجمع المتطلبات من فرق العمل وإدارة الموردين التشغيليين",,,111,,"بناء علاقات قوية مع أقسام الوزارة والحفاظ عليها وتمثيل اهتمامات أقسام الوزارة ووجهات نظرها في الإدارة الرقمية والتقنية
فهم عمليات واحتياجات أقسام الوزارة، وتحديد مجالات تحسين عملياتها وحل المشكلات من خلال التقنية
الحصول على متطلبات العمل وتوضيحها لتصميم الأنظمة والحلول التقنية
تحديد اتفاقيات مستوى الخدمة مع أقسام الوزارة
التنسيق مع جميع أقسام الإدارة الرقمية والتقنية في البنية المستهدفة وضمان الامتثال لعمليات وسياسات وإجراءات البنية المؤسسية وتقنية المعلومات
وضع وتنفيذ خطط تنمية المواهب من خلال تحسين مهارات الموظفين والتوظيف
تحديد طريقة لزيادة مستوى مشاركة الموظفين ورضاهم في مكان العمل
التخطيط والبدء والإشراف على تنفيذ مشاريع الاتصالات وتقنية المعلومات
تحديد المجالات التي تتطلب عناصر المعرفة وتطويرها
الاحتفاظ بسجل لجميع المواد المعرفية والتأكد من إمكانية وصول أصحاب العلاقة المعنيين إليها",
62,إدارة التشغيل,تطوير التطبيقات,مسؤول عن تصميم التطبيقات وبناء واختبار وإدارة إصدار التطبيقات,,,135,,"تطوير السياسات والمنهجيات التي تضمن الاتساق والفعالية في تصميم الخدمة وتجربة المستخدم
تصميم خدمات جديدة أو تغييرات على الخدمات الحالية من منظور تقني
تطوير نماذج أولية بناءً على تصميمات الخدمة الجديدة لضمان مواءمتها الوظيفية وإمكانية تطبيقها على الأعمال
تطوير تطبيقات أو تحديثات جديدة بناءً على حزم التصميم الخاصة بها ومبادئ البنية المؤسسية، وصياغة وثائقها الفنية
تحديد خطط الاختبار وإجراء الاختبارات بناءً عليها؛ وتسجيل نتائج الاختبارات التي تم إجراؤها وتحليلها وتشخيصها والإبلاغ عنها
إنشاء بيئات الاختبار وتقديمها وصيانتها وإدارتها
تخطيط وجدولة وتنفيذ نشر التطبيقات والتحديثات في بيئة الإنتاج وتوفير دعم مبكر لمستخدميها
اختبار التطبيقات المطورة والتأكد من استيفائها للمتطلبات والأقسام المقصودة",
