InitiativeID,Impacted BU,Wave,OverAll Impact
so.8.23,ادارة الاسرة - Bed Management,الحزمة الصفرية,44.000%
so.8.23,ادارة التفتيش و المتابعة,الحزمة الصفرية,22.000%
so.8.23,جميع مستشفيات الحرس,الحزمة الصفرية,28.000%
SO.8.24,ادارة مراكز الرعاية الاولية,الحزمة الثالثة,8.000%
SO.8.24,الصحة العامة والبيئية – الشؤون الصحية,الحزمة الثالثة,11.000%
SO.8.24,القيادة الوسطى,الحزمة الثالثة,8.000%
SO.8.24,القيادة الغربية,الحزمة الثالثة,8.000%
SO.8.24,القيادة الشرقية,الحزمة الثالثة,8.000%
SO.8.24,ادارة شؤون العسكريين - القطاع الصحي,الحزمة الثالثة,5.000%
SO.8.24,هيئة العمليات,الحزمة الثالثة,15.000%
SO.8.26,مكتب COO,الحزمة الصفرية,40.000%
SO.8.26,ادارة المشاريع - القطاع الصحي,الحزمة الصفرية,44.000%
SO.8.26,الشؤون التنظيمية والتخطيط,الحزمة الصفرية,44.000%
SO.8.26,ادارة العقود والخدمات اللوجستية,الحزمة الصفرية,44.000%
SO.8.26,الادارة المالية في القطاع الصحي,الحزمة الصفرية,44.000%
SO.8.26,الموارد البشرية في القطاع الصحي,الحزمة الصفرية,20.000%
SO.8.26,الادارة القانونية - القطاع الصحي,الحزمة الصفرية,20.000%
SO.8.26,مكتب CEO,الحزمة الصفرية,16.000%
SO.8.26,مكتب CMO,الحزمة الصفرية,16.000%
SO.8.27,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثانية,9.000%
SO.8.27,مركز ابحاث KAIMRC,الحزمة الثانية,26.000%
SO.8.27,الادارة الطبية - يجب التاكد من الارتباط,الحزمة الثانية,8.000%
SO.8.27,كلية الشؤون الصحية في جامعة الملك سعود,الحزمة الثانية,26.000%
SO.8.28,كلية الشؤون الصحية في جامعة الملك سعود,الحزمة الثانية,41.000%
SO.8.28,الموارد البشرية في القطاع الصحي,الحزمة الثانية,6.000%
SO.8.28,البحث والتطوير - القطاع الصحي,الحزمة الثانية,37.000%
SO.8.28,مركز ابحاث KAIMRC,الحزمة الثانية,37.000%
SO.8.28,قيادة الطب العسكري الميداني,الحزمة الثانية,14.000%
SO.8.28,مكتب CMO,الحزمة الثانية,5.000%
SO.8.28,مكتب CEO,الحزمة الثانية,5.000%
SO.8.28,مكتب COO,الحزمة الثانية,5.000%
SO.8.28,كلية الشؤون الصحية في جامعة الملك سعود,الحزمة الثانية,37.000%
SO.8.28,جميع المستشفيات,الحزمة الثانية,37.000%
SO.8.28,جميع المدن الطبية,الحزمة الثانية,37.000%
SO.8.28,ادارة الجودة - القطاع الصحي,الحزمة الثانية,7.000%
SO.8.29,الادارة المالية في القطاع الصحي,الحزمة الثانية,14.000%
SO.8.29,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثانية,12.000%
SO.8.29,ادارة العقود والخدمات اللوجستية,الحزمة الثانية,6.000%
SO.8.29,كلية الشؤون الصحية في جامعة الملك سعود,الحزمة الثانية,8.000%
SO.8.29,كلية الشؤون الصحية في جامعة الملك سعود,الحزمة الثانية,8.000%
SO.8.3,ادارة الاسرة - Bed Management,الحزمة الأولى,54.000%
SO.8.3,ادارة التواصل المؤسسي - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.3,ادارة العلاقات العامة والاعلام - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.3,ادارة الرعاية الصحية,الحزمة الأولى,24.000%
SO.8.3,ادارة مراكز الرعاية الاولية,الحزمة الأولى,24.000%
SO.8.3,مكتب CMO,الحزمة الأولى,11.000%
SO.8.3,تقنية المعلومات في القطاع الصحي,الحزمة الأولى,34.000%
SO.8.3,الموارد البشرية في القطاع الصحي,الحزمة الأولى,24.000%
SO.8.3,ادارة خدمات القوى البشرية - القطاع الصحي,الحزمة الأولى,24.000%
SO.8.30,الادارة المالية في القطاع الصحي,الحزمة الثانية,38.000%
SO.8.30,التميز والجودة السريرية,الحزمة الثانية,9.000%
SO.8.30,الموارد البشرية في القطاع الصحي,الحزمة الثانية,9.000%
SO.8.30,تقنية المعلومات في القطاع الصحي,الحزمة الثانية,9.000%
SO.8.4,ادارة مراكز الرعاية الاولية,الحزمة الثالثة,42.000%
SO.8.4,الموارد البشرية في القطاع الصحي,الحزمة الثالثة,10.000%
SO.8.4,تقنية المعلومات في القطاع الصحي,الحزمة الثالثة,10.000%
SO.8.4,صحة المستفيدين,الحزمة الثالثة,42.000%
SO.8.5,صحة المستفيدين,الحزمة الأولى,84.000%
SO.8.5,الموارد البشرية في القطاع الصحي,الحزمة الأولى,19.000%
SO.8.5,ادارة خدمات القوى البشرية - القطاع الصحي,الحزمة الأولى,19.000%
SO.8.5,الادارة المالية في القطاع الصحي,الحزمة الأولى,19.000%
SO.8.5,مكتب COO,الحزمة الأولى,17.000%
SO.8.5,مكتب CMO,الحزمة الأولى,17.000%
SO.8.5,مكتب CEO,الحزمة الأولى,11.000%
SO.8.5,تقنية المعلومات في القطاع الصحي,الحزمة الأولى,35.000%
SO.8.6,ادارة الرعاية الصحية,الحزمة الأولى,58.000%
SO.8.6,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الأولى,13.000%
SO.8.6,مكتب CMO,الحزمة الأولى,10.000%
SO.8.6,مكاتب مدراء الرعاية الصحية الاولية في القطاعات,الحزمة الأولى,58.000%
SO.8.6,الادارة المالية في القطاع الصحي,الحزمة الأولى,10.000%
SO.8.6,ادارة المشاريع - القطاع الصحي,الحزمة الأولى,13.000%
SO.8.6,الموارد البشرية في القطاع الصحي,الحزمة الأولى,13.000%
SO.8.6,ادارة خدمات القوى البشرية - القطاع الصحي,الحزمة الأولى,13.000%
SO.8.6,ادارة مراكز الرعاية الاولية,الحزمة الأولى,58.000%
SO.8.7,مكتب CMO,الحزمة الأولى,16.000%
SO.8.7,ادارة الرعاية الصحية,الحزمة الأولى,34.000%
SO.8.7,الاقسام المسؤولة عن الامراض العشرة التي سيتم تحديدها ,الحزمة الأولى,44.000%
SO.8.7,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.7,مدراء المستشفيات ,الحزمة الأولى,14.000%
SO.8.7,ادارة مراكز الرعاية الاولية,الحزمة الأولى,29.000%
SO.8.7,الادارة الطبية - يجب التاكد من الارتباط,الحزمة الأولى,29.000%
SO.8.7,ادارة السياسات - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.7,ادارة تجربة المريض,الحزمة الأولى,14.000%
SO.8.7,الموارد البشرية في القطاع الصحي,الحزمة الأولى,14.000%
SO.8.7,مكتب COO,الحزمة الأولى,11.000%
SO.8.8,ادارة العلاقات العامة والاعلام - القطاع الصحي,الحزمة الثانية,8.000%
SO.8.8,ادارة التواصل المؤسسي - القطاع الصحي,الحزمة الثانية,4.000%
SO.8.8,الموارد البشرية في القطاع الصحي,الحزمة الثانية,8.000%
SO.8.8,صحة المستفيدين,الحزمة الثانية,12.000%
SO.8.8,إدارة الشؤون الاجتماعية والثقافية والرياضية,الحزمة الثانية,8.000%
SO.8.8,تقنية المعلومات في القطاع الصحي,الحزمة الثانية,8.000%
SO.8.9,الشؤون التنظيمية والتخطيط,الحزمة الثانية,9.000%
SO.8.9,الادارة المالية في القطاع الصحي,الحزمة الثانية,6.000%
SO.8.9,صحة المستفيدين,الحزمة الثانية,14.000%
SO.8.9,ادارة الرعاية الصحية,الحزمة الثانية,16.000%
SO.8.9,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثانية,12.000%
SO.8.9,ادارة العقود والخدمات اللوجستية,الحزمة الثانية,8.000%
